"ibge","bairro","altitude","logradouro","longitude","cep","latitude","estado","cidade","ddd"
2507507,"Torre",40.3,"Avenida Dom Pedro II, de 1240/1241 ao fim",-34.8596574,"58040440",-7.1260002,"PB","João Pessoa",83
2507507,"Torre",40.3,"Avenida Sinésio Guimarães, de 1059/1060 ao fim",-34.8596574,"58040401",-7.1260002,"PB","João Pessoa",83
2507507,"Torre",43.2,"Avenida Nossa Senhora de Fátima",-34.8653678,"58040380",-7.1281914,"PB","João Pessoa",83
2507507,"Torre",41.6,"Avenida Barão de Mamanguape, até 799/800",-34.8639064,"58040330",-7.1251312,"PB","João Pessoa",83
2507507,"Torre",42.4,"Avenida Ministro José Américo de Almeida, de 1103/1104 a 2089/2090",-34.8603277,"58040302",-7.1279733,"PB","João Pessoa",83
2513703,"Centro",17.6,"Rua Senador José Américo",-34.9823607,"58300250",-7.1257935,"PB","Santa Rita",83
2513000,"",427.4,"Salgadinho",-36.8457667,"58650000",-7.1029906,"PB","Salgadinho",83
2507507,"Torre",40.3,"Avenida Ministro José Américo de Almeida, até 1101/1102",-34.8596574,"58040300",-7.1260002,"PB","João Pessoa",83
2507507,"Costa e Silva",35.8,"Rua José da Cunha",-34.8957383,"58081150",-7.1767579,"PB","João Pessoa",83
2507507,"Torre",40.3,"Rua Feliciano Dourado, até 819/820",-34.8596574,"58040260",-7.1260002,"PB","João Pessoa",83
2507507,"Torre",40.3,"Avenida Carneiro da Cunha, até 793/794",-34.8596574,"58040240",-7.1260002,"PB","João Pessoa",83
2507507,"Torre",45.8,"Rua Clemente Rosas",-34.8676349,"58040170",-7.1246193,"PB","João Pessoa",83
2507507,"Torre",40.3,"Rua Júlia Freire, até 1181/1182",-34.8596574,"58040040",-7.1260002,"PB","João Pessoa",83
2507507,"Manaíra",8.2,"Avenida Senador Ruy Carneiro, lado par",-34.828319,"58039180",-7.1121567,"PB","João Pessoa",83
2606804,"Centro",5,"Avenida Alfredo Bandeira de Melo, do km 40,006 ao km 50,008 - lado par",-34.9016204,"53610000",-7.8292242,"PE","Igarassu",81
2507507,"Tambaú",12.7,"Rua Professora Maria Sales",-34.8256476,"58039130",-7.1150284,"PB","João Pessoa",83
2507507,"Tambaú",9.8,"Avenida Nego, até 405/406",-34.8251604,"58039100",-7.114174,"PB","João Pessoa",83
2507507,"Ernesto Geisel",44.3,"Rua Carlos Ribeiro Prado",-34.8655579,"58075100",-7.1760443,"PB","João Pessoa",83
2507507,"Tambaú",9.8,"Rua Helena Meira Lima, até 375/376",-34.8251604,"58039080",-7.114174,"PB","João Pessoa",83
2507507,"Tambaú",9.8,"Avenida Antônio Lira, até 765/766",-34.8251604,"58039050",-7.114174,"PB","João Pessoa",83
2500304,"",126.3,"Alagoa Grande",-35.6300977,"58388000",-7.0390507,"PB","Alagoa Grande",83
2507507,"Estados",41.4,"Avenida Mato Grosso, até 1039/1040",-34.8541389,"58030080",-7.1128323,"PB","João Pessoa",83
NA,"",68.6,"Cupissura (Caaporã)",-34.9173992,"58327000",-7.5130634,"PB","Cupissura (Caaporã)",NA
2507507,"Tambaú",7.6,"Praça Santo Antônio",-34.8236578,"58039030",-7.1109121,"PB","João Pessoa",83
2507507,"Tambaú",9.6,"Avenida Almirante Tamandaré",-34.8229401,"58039010",-7.111941,"PB","João Pessoa",83
2507507,"Tambaú",9.8,"Avenida Presidente Epitácio Pessoa, de 4183 ao fim - lado ímpar",-34.8251604,"58039000",-7.114174,"PB","João Pessoa",83
2501534,"",619,"Baraúna",-36.2523754,"58188000",-6.6434624,"PB","Baraúna",NA
2507507,"Manaíra",9.6,"Rua Eutiquiano Barreto, de 589/590 ao fim",-34.837581,"58038311",-7.1006083,"PB","João Pessoa",83
2507507,"Manaíra",9.6,"Rua Eutiquiano Barreto, até 587/588",-34.837581,"58038310",-7.1006083,"PB","João Pessoa",83
2512721,"",177.6,"Pedro Régis",-35.2930013,"58273000",-6.6406173,"PB","Pedro Régis",NA
2507507,"Manaíra",6.5,"Rua Nicola Porto",-34.8273248,"58038120",-7.1103184,"PB","João Pessoa",83
2507507,"Manaíra",9.6,"Avenida General Edson Ramalho, até 811/812",-34.837581,"58038100",-7.1006083,"PB","João Pessoa",83
2507507,"Manaíra",8.9,"Rua Ubirajara Boto Targino",-34.8284294,"58038030",-7.1110972,"PB","João Pessoa",83
2507507,"Manaíra",9.6,"Avenida João Maurício, até 1766/1767",-34.837581,"58038000",-7.1006083,"PB","João Pessoa",83
2507507,"Paratibe",37.1,"Avenida Jacarandá",-34.8301789,"58062090",-7.2123057,"PB","João Pessoa",83
2507507,"Jardim Oceania",43.6,"Rua Themístocles da Costa Brito",-34.8450118,"58037725",-7.1194958,"PB","João Pessoa",83
2516201,"Alto do Cruzeiro",229.1,"Avenida Saul Pedrosa de Sá Melo",-38.240117,"58806000",-6.7454617,"PB","Sousa",83
2507507,"Jardim Oceania",8.2,"Rua Mirian Barreto Rabelo, lado par",-34.8381231,"58037195",-7.0930773,"PB","João Pessoa",83
2507507,"Jardim Oceania",43.6,"Rua Fernando Luiz Henriques dos Santos, até 1415/1416",-34.8450118,"58037050",-7.1194958,"PB","João Pessoa",83
2504009,"Catolé",501,"Rua Humberto Batista de Lima",-35.8839721,"58410530",-7.2457965,"PB","Campina Grande",83
2507507,"Manaíra",9.4,"Avenida Governador Flávio Ribeiro Coutinho",-34.8401849,"58037000",-7.0976044,"PB","João Pessoa",83
2510808,"Centro",253.6,"Rua do Prado",-37.2787853,"58700010",-7.0303808,"PB","Patos",83
2517100,"",270.1,"Várzea",-36.9908414,"58620000",-6.7712993,"PB","Várzea",NA
2501708,"",494.9,"Barra de São Miguel",-36.3167904,"58483000",-7.7528883,"PB","Barra de São Miguel",NA
2507507,"Bessa",6.3,"Rua Presidente Nilo Peçanha",-34.8437362,"58035200",-7.0678949,"PB","João Pessoa",83
2504009,"Acácio Figueiredo",495.1,"Rua Ministro Dilson Funaro",-35.9146184,"58421070",-7.263605,"PB","Campina Grande",83
2504009,"São José",518.1,"Avenida Professor Almeida Barreto",-35.8893307,"58400328",-7.228281,"PB","Campina Grande",83
2516201,"Centro",220,"Rua Doutor Carlos Pires de Sá",-38.2306374737,"58800280",-6.7606399948,"PB","Sousa",83
2507507,"Miramar",18.9,"Avenida Senador Ruy Carneiro, lado par",-34.8333842,"58032101",-7.1147638,"PB","João Pessoa",83
2507507,"Miramar",32.7,"Rua Ovídio Mendonça",-34.8345526,"58043210",-7.1232321,"PB","João Pessoa",83
2507507,"Miramar",27.6,"Avenida Presidente Epitácio Pessoa, de 3663 a 4161 - lado ímpar",-34.837581,"58032000",-7.1233443,"PB","João Pessoa",83
2408003,"Belo Horizonte",13.1,"Rua Antônio Delmiro de Medeiros",-37.3549512,"59600460",-5.2083584,"RN","Mossoró",84
2507507,"Tambaú",10.3,"Rua Monteiro Lobato",-34.8272957,"58039170",-7.1138691,"PB","João Pessoa",83
2510808,"Centro",251.3,"Avenida Solon de Lucena, lado par",-37.2765051,"58700002",-7.0277993,"PB","Patos",83
2504009,"Liberdade",516.6,"Rua Alagoas",-35.8924316,"58414100",-7.2349414,"PB","Campina Grande",83
2504009,"Distrito Industrial",503.1,"Rua Barão de Mauá",-35.8855409,"58411500",-7.2650576,"PB","Campina Grande",83
2507507,"Estados",41.4,"Avenida Santa Catarina, até 621/622",-34.8541389,"58030070",-7.1128323,"PB","João Pessoa",83
2507606,"",153,"Juarez Távora",-35.590492,"58387000",-7.1730035,"PB","Juarez Távora",NA
2504009,"São José",529.4,"Rua José do Patrocínio",-35.8893318,"58400370",-7.2256534,"PB","Campina Grande",83
2507507,"Trincheiras",29.3,"Rua Frei Miguelino",-34.8900942,"58011250",-7.1256015,"PB","João Pessoa",83
2504009,"Bodocongó",513.3,"Rua João Sérgio de Almeida",-35.9169643,"58430340",-7.2231312,"PB","Campina Grande",83
2507507,"Mandacaru",13.2,"Rua Silvino Santos",-34.8618736,"58027470",-7.1003367,"PB","João Pessoa",83
2507507,"Mandacaru",12.1,"Rua São Pedro, lado ímpar",-34.866458,"58027185",-7.1013372,"PB","João Pessoa",83
2507507,"Mandacaru",14.3,"Rua João de Brito Lima Moura",-34.8657657,"58027070",-7.0949697,"PB","João Pessoa",83
2507507,"Penha",28.1,"Praia da Penha",-34.7987652,"58047000",-7.165502,"PB","João Pessoa",83
2507507,"Tambiá",43.6,"Rua Professor Batista Leite, de 2 ao fim - lado esquerdo",-34.8450118,"58020600",-7.1194958,"PB","João Pessoa",83
2510808,"Centro",246.2,"Rua Coronel Miguel Sátiro",-37.2740583,"58700530",-7.0292978,"PB","Patos",83
2507507,"Tambiá",50.5,"Praça Coronel Antônio Pessoa",-34.8781112,"58020520",-7.1151525,"PB","João Pessoa",83
2507507,"Tambiá",49.2,"Avenida Deputado Odon Bezerra",-34.8785587,"58020500",-7.1153323,"PB","João Pessoa",83
2507507,"Roger",13.6,"Rua Tereza Alves da Silva Barbosa",-34.8752525,"58020388",-7.1092702,"PB","João Pessoa",83
2507507,"Roger",22.8,"Rua Dezenove de Março",-34.8777274,"58020340",-7.1098073,"PB","João Pessoa",83
2516201,"Centro",229.7,"Rua Getúlio Vargas",-38.2294,"58800110",-6.7602185,"PB","Sousa",83
2504009,"Bela Vista",571.5,"Rua Rodrigues Alves",-35.8986403,"58428795",-7.2198451,"PB","Campina Grande",83
2507507,"Roger",25.1,"Rua Gouveia Nóbrega",-34.8825603,"58020100",-7.1112838,"PB","João Pessoa",83
2516201,"Centro",221.6,"Rua Antônio Marinho Correia",-38.2314022,"58800160",-6.7518873,"PB","Sousa",83
2507507,"Roger",7.7,"Rua Cordeiro Sênior",-34.884197,"58020020",-7.1098205,"PB","João Pessoa",83
2507507,"Jaguaribe",51.4,"Rua Engenheiro Leonardo Arcoverde",-34.8762111,"58015660",-7.1336742,"PB","João Pessoa",83
2507507,"Jaguaribe",50.1,"Rua Coronel Sérgio Dantas",-34.8802784,"58015610",-7.1357725,"PB","João Pessoa",83
2513703,"Municípios",65.2,"Avenida João Pessoa",-34.9650953,"58302000",-7.149974,"PB","Santa Rita",83
2507507,"Jaguaribe",48.4,"Avenida Feliciano Cirne",-34.8725783,"58015570",-7.1368965,"PB","João Pessoa",83
2516201,"Centro",221.6,"Rua Capitão Manoel Gadelha",-38.2314022,"58800300",-6.7518873,"PB","Sousa",83
2507507,"Jaguaribe",51.4,"Avenida Primeiro de Maio, até 469/470",-34.8762111,"58015430",-7.1336742,"PB","João Pessoa",83
2507507,"Jaguaribe",51.4,"Avenida Doze de Outubro, até 521/522",-34.8762111,"58015330",-7.1336742,"PB","João Pessoa",83
2508505,"",583.9,"Livramento",-36.9446096,"58690000",-7.3751484,"PB","Livramento",83
2508604,"",5.3,"Lucena",-34.8750825,"58315000",-6.9029848,"PB","Lucena",83
2507507,"Jaguaribe",51.4,"Avenida Capitão José Pessoa, até 511/512",-34.8762111,"58015170",-7.1336742,"PB","João Pessoa",83
2507507,"Jaguaribe",52.7,"Avenida Senador João Lira",-34.8797811,"58015150",-7.1291257,"PB","João Pessoa",83
2507507,"Jaguaribe",55.3,"Rua Antônio Soares",-34.8813384,"58015080",-7.1269519,"PB","João Pessoa",83
2510808,"Bivar Olinto",271.1,"Rua José Mesquita",-37.3032306,"58701630",-7.0357905,"PB","Patos",83
2504009,"Jardim Paulistano",510.6,"Rua Aprígio Pereira Nepomuceno",-35.8940169,"58415310",-7.2433305,"PB","Campina Grande",83
2507507,"Jaguaribe",49.8,"Avenida João da Mata",-34.8816648,"58015020",-7.131495,"PB","João Pessoa",83
2507507,"Jaguaribe",54.1,"Avenida Aderbal Piragibe",-34.8805483,"58015000",-7.1301984,"PB","João Pessoa",83
2615706,"",1048.8,"",-38.0981189,"56870000",-7.8331307,"PE","Triunfo",87
2408300,"",82.4,"Nova Cruz",-35.4289332,"59215000",-6.475518,"RN","Nova Cruz",NA
2516201,"Centro",228.1,"Rua Presidente João Pessoa",-38.2294634,"58800010",-6.7583,"PB","Sousa",83
2507507,"Centro",43.6,"Avenida Camilo de Holanda, até 669/670",-34.8450118,"58013360",-7.1194958,"PB","João Pessoa",83
2507507,"Centro",43.6,"Avenida Princesa Isabel, até 669/670",-34.8450118,"58013250",-7.1194958,"PB","João Pessoa",83
2514107,"",585.4,"São João do Tigre",-36.8250274,"58520000",-8.063015,"PB","São João do Tigre",NA
2504009,"Distrito Industrial",502.7,"Avenida João Wallig",-35.8906889,"58411170",-7.2614659,"PB","Campina Grande",83
2507507,"Centro",38.7,"Parque Solon de Lucena, lado par",-34.8787183,"58013130",-7.1215116,"PB","João Pessoa",83
2513703,"Centro",19.7,"Rua Horácio Furtado",-34.9823942,"58300380",-7.1249141,"PB","Santa Rita",83
2507507,"Centro",43.6,"Rua Treze de Maio, até 609/610",-34.8450118,"58013070",-7.1194958,"PB","João Pessoa",83
2504009,"Centro",528.5,"Rua Desembargador Trindade, de 560/561 a 862/863",-35.8852403,"58400277",-7.2235918,"PB","Campina Grande",83
2507507,"Centro",43.6,"Rua Frutuoso Barbosa",-34.8450118,"58013050",-7.1194958,"PB","João Pessoa",83
2507507,"Ernesto Geisel",47.9,"Rua Antônio Arantes",-34.8677867,"58075200",-7.1769363,"PB","João Pessoa",83
2513851,"",499.5,"Santo André",-36.6314853,"58675000",-7.2191921,"PB","Santo André",NA
2504009,"José Pinheiro",518.1,"Rua Estácio de Sá",-35.872657,"58407390",-7.2234855,"PB","Campina Grande",83
2507507,"Ernesto Geisel",47.1,"Rodovia BR-230",-34.8695308,"58075004",-7.1706536,"PB","João Pessoa",83
2507507,"Ilha do Bispo",18.5,"Rua Carneiro Campos",-34.8995827,"58011440",-7.1267532,"PB","João Pessoa",83
2510808,"Jatobá",254.3,"Rua José Sátiro Quinho",-37.2732517,"58707220",-7.0463704,"PB","Patos",83
2510808,"São Sebastião",246.7,"Rua Euclides Franco",-37.2703635,"58706190",-7.0138165,"PB","Patos",83
2507507,"Trincheiras",22,"Rua Sargento Lauro Pereira da Silva",-34.8858658,"58011327",-7.129435,"PB","João Pessoa",83
2507507,"Varadouro",13.2,"Travessa Milagre",-34.8866311,"58011360",-7.1152317,"PB","João Pessoa",83
2507507,"Distrito Industrial",35.7,"Rua Doutor Walter Bellian",-34.9111624,"58082005",-7.1864855,"PB","João Pessoa",83
2507507,"Centro",43.6,"Rua Irineu Joffily",-34.8450118,"58011110",-7.1194958,"PB","João Pessoa",83
2507507,"Centro",43.6,"Rua Duque de Caxias, até 349/350",-34.8450118,"58010820",-7.1194958,"PB","João Pessoa",83
2508901,"",46.8,"Mamanguape",-35.1366303,"58280000",-6.8386981,"PB","Mamanguape",83
2507507,"Água Fria",45.8,"Rua Diógenes Chianca",-34.8613563,"58053000",-7.1634937,"PB","João Pessoa",83
2507507,"Centro",43.4,"Avenida General Osório",-34.8847625,"58010780",-7.1195034,"PB","João Pessoa",83
2507507,"Centro",43.6,"Rua da República, até 663/664",-34.8450118,"58010180",-7.1194958,"PB","João Pessoa",83
2507507,"Cristo Redentor",49.6,"Rua Fernando Cunha Lima",-34.8786917,"58071480",-7.1607221,"PB","João Pessoa",83
2507507,"Centro",43.6,"Rua Beaurepaire Rohan, até 317/318",-34.8450118,"58010000",-7.1194958,"PB","João Pessoa",83
2613503,"",481.2,"São José do Belmonte",-38.7601577,"56950000",-7.865489,"PE","São José do Belmonte",87
2501401,"",6.2,"Baía da Traição",-34.9342034,"58295000",-6.6900813,"PB","Baía da Traição",NA
2613909,"Várzea",429.9,"Rua Manoel Antônio dos Santos",-38.2836282,"56912225",-7.9876337,"PE","Serra Talhada",87
2507507,"Trincheiras",54.6,"Rua Rodrigues Chaves",-34.8854761,"58011040",-7.1263253,"PB","João Pessoa",83
2612471,"",852.6,"Santa Cruz da Baixa Verde",-38.1517737,"56895000",-7.8202826,"PE","Santa Cruz da Baixa Verde",NA
2507507,"Estados",41.4,"Avenida Rio Grande do Sul, até 1045/1046",-34.8541389,"58030020",-7.1128323,"PB","João Pessoa",83
2600104,"",530.7,"Afogados da Ingazeira",-37.6346628,"56800000",-7.7480174,"PE","Afogados da Ingazeira",87
2614600,"",577.7,"Tabira",-37.5381606,"56780000",-7.5846909,"PE","Tabira",87
2615904,"",568,"Tuparetama",-37.3117068,"56760000",-7.6027643,"PE","Tuparetama",NA
2504009,"Liberdade",526.7,"Rua Papa João XXIII",-35.8947759,"58414300",-7.2374259,"PB","Campina Grande",83
2607703,"",641.8,"Itapetim",-37.1866005,"56720000",-7.3721859,"PE","Itapetim",87
2408102,"Neópolis",35.6,"Avenida Ayrton Senna, de 1828 a 2174 - lado par",-35.2066038,"59088100",-5.8693931,"RN","Natal",84
2601201,"São Cristóvão",669.4,"Rua Félix Paiva",-37.0677496,"56512290",-8.4127162,"PE","Arcoverde",87
2601201,"Centro",666.9,"Rua Leonardo Couto",-37.052635,"56506150",-8.4208172,"PE","Arcoverde",87
2603603,"",112.9,"Camutanga",-35.2748844,"55930000",-7.4086997,"PE","Camutanga",81
2504009,"Bodocongó",512.1,"Rua Manoel Guimarães de Morais, até 358/359",-35.9179312,"58430410",-7.2184353,"PB","Campina Grande",83
2510808,"Jatobá",252.8,"Rua Dinamérico Palmeira",-37.2743265,"58707260",-7.0482626,"PB","Patos",83
2507507,"Oitizeiro",32.4,"Rua Enedino Jorge de Andrade",-34.8908955,"58088760",-7.1562054,"PB","João Pessoa",83
2504009,"Centro",526.6,"Rua Marcílio Dias",-35.8773161,"58400190",-7.2183977,"PB","Campina Grande",83
2510808,"Monte Castelo",253.7,"Rua Antônio Barreto",-37.2753876,"58707180",-7.0460168,"PB","Patos",83
2600708,"",128.6,"Aliança",-35.23088,"55890000",-7.5976554,"PE","Aliança",NA
2613800,"",420.8,"São Vicente Ferrer",-35.4811634,"55860000",-7.5901029,"PE","São Vicente Ferrer",81
2610608,"",82.6,"Paudalho",-35.1731826,"55825000",-7.8990984,"PE","Paudalho",81
2604007,"São Sebastião",184.7,"Rua Tertuliano Augusto Santiago",-35.2527675,"55818555",-7.8516771,"PE","Carpina",81
2507507,"José Américo de Almeida",46.5,"Rua Alcides de Miranda Henrique",-34.8565799,"58073150",-7.1678882,"PB","João Pessoa",83
2507507,"Tambaú",18.9,"Avenida Senador Ruy Carneiro, lado ímpar",-34.8333842,"58039181",-7.1147638,"PB","João Pessoa",83
4106902,"São Lourenço",934,"Rua Reinaldo Hecke",-49.273,"82210300",-25.4950500078,"PR","Curitiba",41
2609709,"",410.2,"Orobó",-35.603719,"55745000",-7.7481295,"PE","Orobó",81
2605608,"",484.7,"Flores",-37.9718528,"56850000",-7.858832,"PE","Flores",87
2611200,"",1032.6,"Poção",-36.7114679,"55240000",-8.1876736,"PE","Poção",NA
2408102,"Tirol",41.5,"Avenida Senador Salgado Filho, até 1559 - lado ímpar",-35.2011079,"59015000",-5.8034577,"RN","Natal",84
2604106,"Caiuca",541.2,"Avenida Leão Dourado, de 268/269 a 910/911",-35.9839123,"55034190",-8.2881804,"PE","Caruaru",81
2507507,"Jardim São Paulo",43,"Rua Joaquim Borba Filho",-34.8491703,"58053110",-7.1516307,"PB","João Pessoa",83
2604106,"Nossa Senhora das Dores",541.6,"Rua Quinze de Novembro",-35.9705431,"55004160",-8.2863298,"PE","Caruaru",81
2604106,"Nossa Senhora das Dores",536.6,"Rua dos Guararapes",-35.9675475,"55004000",-8.2877144,"PE","Caruaru",81
2607901,"Piedade",9.5,"Rua Maestro Nelson Ferreira",-34.9203383,"54410220",-8.1801557,"PE","Jaboatão dos Guararapes",81
2515708,"",595.6,"Serra Grande",-38.3715585,"58955000",-7.2136688,"PB","Serra Grande",NA
2503001,"",68.6,"Caaporã",-34.9173992,"58326000",-7.5130634,"PB","Caaporã",83
2607901,"Sucupira",77.4,"Avenida General Manoel Rabelo, de 4142 a 4714 - lado par",-34.9740873,"54280000",-8.1066977,"PE","Jaboatão dos Guararapes",81
2304400,"Conjunto Palmeiras",33.1,"Rua Valparaíso",-38.5189178,"60870440",-3.8463237,"CE","Fortaleza",85
2507507,"Ipês",11,"Rua José Peregrino Montenegro",-34.8545197,"58028470",-7.0988513,"PB","João Pessoa",83
2607901,"Santo Aleixo",49,"Rua Arcoverde",-35.0191445,"54140030",-8.105752,"PE","Jaboatão dos Guararapes",81
2606804,"Centro",25.8,"AC Igarassu, Avenida Severino Tavares Uchôa, s/n",-34.9194984,"53610970",-7.8282428,"PE","Igarassu",81
2507507,"Jardim Cidade Universitária",40.6,"Rua Doutor Ephigênio Barbosa da Silva",-34.8319135,"58052310",-7.1545382,"PB","João Pessoa",83
2611606,"Apipucos",22.9,"Largo de Dois Irmãos",-34.940726,"52171348",-8.0179739,"PE","Recife",81
2504009,"Centro",523.7,"Rua Índios Cariris, de 200/201 ao fim",-35.8734667,"58400056",-7.2223667,"PB","Campina Grande",83
2611606,"Dois Irmãos",14.3,"Rua Dois Irmãos, de 322/323 ao fim",-34.9452495,"52171010",-8.0161786,"PE","Recife",81
2500205,"",263.5,"Aguiar",-38.1716957,"58778000",-7.0915319,"PB","Aguiar",NA
2507507,"Valentina de Figueiredo",50.8,"Rua Luiz Leonardo da Silva (Paratibe)",-34.8802645,"58064682",-7.1618375,"PB","João Pessoa",83
2611606,"Ipsep",7.4,"Avenida Presidente Kennedy",-34.9251665,"51350610",-8.1030061,"PE","Recife",81
2504009,"Centenário",543.5,"Rua Delmiro Gouveia",-35.8984323,"58428016",-7.2270257,"PB","Campina Grande",83
2611606,"Afogados",750.8,"Rua Vinte e Um de Abril, até 1768/1769",-50.881044,"50820000",-26.3849326,"PE","Recife",81
2507507,"Cruz das Armas",52.8,"Rua São Salvador",-34.8905163,"58085100",-7.1376805,"PB","João Pessoa",83
2611606,"Cordeiro",10,"Travessa Inácio Monteiro",-34.9354702,"50721321",-8.0558484,"PE","Recife",81
2611606,"Madalena",11.2,"Rua Costa Gomes",-34.9073188,"50710510",-8.0479107,"PE","Recife",81
2611606,"Boa Vista",7.4,"Praça Parque Amorim",-34.8949162,"50050280",-8.0519662,"PE","Recife",81
2611606,"São José",9,"Avenida Dantas Barreto, de 635/636 ao fim",-34.8840889,"50020000",-8.0722973,"PE","Recife",81
3304557,"Centro",11.4,"Praça Quinze de Novembro",-43.1741016,"20010010",-22.9025537,"RJ","Rio de Janeiro",21
3554508,"",479.3,"Tietê",-47.7144578,"18530000",-23.0972163,"SP","Tietê",15
2400505,"",316.9,"Alexandria",-38.0122112,"59965000",-6.4138915,"RN","Alexandria",NA
3550308,"Vila Progredior",760,"Rua Amélia Correa Fontes Guimarães",-46.636,"5617010",-23.9724400433,"SP","São Paulo",11
3550308,"Alto da Lapa",760,"Avenida Diógenes Ribeiro de Lima, de 2821/2822 ao fim",-46.636,"5083010",-23.1787299542,"SP","São Paulo",11
